Title,Organization,Price,Info
"WhatsApp API y C# .NET Chatbot Enviar y recibir mensajes
WhatsApp Cloud API | Meta | C# .NET | Postman | Web App | API | Deploy",Vaxi Drez,"Precio actual
14,99 €
Precio original
19,99 €","10 horas en total
73 clases
Todos los niveles"
"Aprende a Crear tu primera WebAPP con React y TypeScript
Crea tu primera WebAPP una Pokedex Funcional con React y TypeScript",Licito Hurol,"Precio actual
14,99 €
Precio original
19,99 €","17 horas en total
146 clases
Todos los niveles"
"AWS Lambda / CloudFormation con Python
Crea APIs en python usando lambda y CloudFormation en AWS",Lord Astra,"Precio actual
15,99 €
Precio original
19,99 €","3,5 horas en total
28 clases
Experto"
"Crea páginas web profesionales con wordpress y elementor
Aprende a crear páginas web profesionales sin programar con Wordpress y Elementor",Christian Gámez,"Precio actual
14,99 €
Precio original
94,99 €","2,5 horas en total
30 clases
Todos los niveles"
"Desarrollo frontend con Angular
API Rest, JWT, Login, Mapas, Formularios, Rutas, Pipes, Material, Webpay de Transbank, Paypal, Mercado Pago",Francisco Javier Arce Anguiano,"Precio actual
24,99 €
Precio original
29,99 €","2,5 horas en total
20 clases
Principiante"
"Diseño de apps | Técnicas avanzadas de App Inventor kodular
Base de datos, Diseños agradables, listview de productos, app tipo negocio, calculos , usando mapas, sensores, tips",Apasoft Training,"Precio actual
15,99 €
Precio original
19,99 €","6 horas en total
27 clases
Intermedio"
"Curso de Python 3 desde básico
Aprende a programar","KNOWMENT Formación, consultoría y coaching","Precio actual
15,99 €
Precio original
19,99 €","2,5 horas en total
36 clases
Principiante"
"Curso Phyton desde 0
Aprende a programar",Francisco Javier Arce Anguiano,"Precio actual
15,99 €
Precio original
19,99 €","19,5 horas en total
131 clases
Principiante"
"Aprende a programar en C# desde cero
Aprender a programar en C# desde cero viendo videos y practicando con código",Pixel Pro Web,"Precio actual
19,99 €
Precio original
24,99 €","6,5 horas en total
34 clases
Intermedio"
"Desarrollo web desde 0 + Diseño web para defenderse
Curso intensivo donde aprenderás HTML, CSS3, JavaScript, JQuery, Responsividad Y Diseño web básico",Master Class,"Precio actual
14,99 €
Precio original
19,99 €","1,5 horas en total
12 clases
Principiante"
"Desarrollando una API REST con Golang y GORM
Aprende a desarrollar una API REST con Golang utilizando los paquetes Fiber, Gorm, Viper y JWT.",Luis Alberto Castillo,"Precio actual
14,99 €
Precio original
19,99 €","4,5 horas en total
15 clases
Todos los niveles"
"Programación en Go (Golang)
Programa con el mejor lenguaje, desde cero, con ejercicios de estructuras de datos y algoritmos",Portal Ingeniería | +60.000 Students,"Precio actual
14,99 €
Precio original
19,99 €","12,5 horas en total
105 clases
Principiante"
"Programando con Python - parte1
Programando con Python - parte1",Avelino Garcia,"Precio actual
14,99 €
Precio original
24,99 €","45 horas en total
162 clases
Principiante"
"SQL: Desde cero para principiantes
Jorge, con experiencia en Data Science, te enseñará bases de datos desde cero.",Michael Linares,"Precio actual
14,99 €
Precio original
19,99 €","4 horas en total
31 clases
Intermedio"
"WebSocket en Asp .Net Core crea aplicaciones en tiempo real
Aprende a crear aplicaciones con Asp .net Core en tiempo real usando Web Socket",Apasoft Training,"Precio actual
14,99 €
Precio original
19,99 €","16 horas en total
119 clases
Todos los niveles"
"Universidad C - Aprende el Lenguaje C - Para Principiantes!
Aprende a programar en el Lenguaje C desde Cero y de la manera más divertida y sencilla!",Henry Zacarias,"Precio actual
14,99 €
Precio original
19,99 €","5 horas en total
18 clases
Principiante"
"TypeScript sin fronteras: guía definitiva
Todo lo que necesitas saber de TypeScript en un solo lugar",Manuel Martín,"Precio actual
14,99 €
Precio original
94,99 €","5 horas en total
43 clases
Todos los niveles"
"Desarrollo web Full con HTML5, CSS3, JS, AJAX, PHP8 y MySQLi
Sitio Web desde cero, con acabados personalizados, moderno y funcionalidad óptima, pensado para usuarios y para Google.",Fernando Herrera,"Precio actual
219,99 €","8,5 horas en total
106 clases
Todos los niveles"
"codigo fuente sistema de gimnasio java mysql con poo
sistema de gimnasio en java mysql con poo",Vaxi Drez,"Precio actual
14,99 €
Precio original
19,99 €","11 horas en total
113 clases
Todos los niveles"
"Go de cero a profesional - Bases, REST & Microservicios
Bases del lenguaje Go, aplicaciones REST, estructura de proyectos y Microservicios.",Juan Pablo Rodriguez Barajas,"Precio actual
19,99 €","5,5 horas en total
74 clases
Intermedio"
"Curso de ApiRest con spring boot
Aprender Spring el framework empresarial mas usado del mundo",Roberto Martín Castillo Ramos,"Precio actual
14,99 €
Precio original
29,99 €","15,5 horas en total
83 clases
Todos los niveles"
"Aprende Python, Java y C# para Principantes desde Cero!
Domina los fundamentos de Python, Java, y C# desde Cero. Especial para programadores principiantes!",York Shire,"Precio actual
14,99 €
Precio original
94,99 €","34 minutos en total
5 clases
Principiante"
"Aprende Lenguaje C y C++ de CERO a EXPERTO
Aprende a programar en C y C++ sin ningún conocimiento previo",Juan Guillermo Araya Toledo,"Precio actual
14,99 €
Precio original
19,99 €","16 horas en total
132 clases
Principiante"
"Ionic 6: Crea aplicaciones móviles iOS y Android con React
Ionic, React, Formik, Yup, Realtime, Chat Online, Channels, Deploy APK y IPA.",Vanesa Gómez Paniza,"Precio actual
14,99 €
Precio original
19,99 €","2 horas en total
14 clases
Todos los niveles"
"Python para Profesionales. Mejora tu Desarrollo.
Si ya sabes Python y quieres dar un paso más, para manejar conceptos avanzados del desarrollo con este lenguaje.",Matías Coletta,"Precio actual
14,99 €
Precio original
19,99 €","40,5 horas en total
401 clases
Principiante"
"pgBouncer: gestor de conexiones para servidores PostgreSQL
Aumenta el rendimiento del servidor PostgreSQL gracias al gestor de pools de conexiones más extendido actualmente",Francisco Javier Arce Anguiano,"Precio actual
24,99 €
Precio original
29,99 €","5 horas en total
48 clases
Todos los niveles"
"Plus | + Módulos EXTRA | APP DELIVERY Multi Servicio | UBER
Uber Taxi | Categorías productos | Buscador inteligente | Notifica pedidos a riders específicos | Autorización de store",Apasoft Training,"Precio actual
15,99 €
Precio original
19,99 €","10 horas en total
106 clases
Todos los niveles"
"Curso Completo Crea páginas Web Wordpress + Elementor PRO
Aprende a Construir Páginas Webs, Blogs y Landing pages como un Profesional SIN saber Programar y SIN Utilizar Código","KNOWMENT Formación, consultoría y coaching","Precio actual
15,99 €
Precio original
19,99 €","3,5 horas en total
40 clases
Todos los niveles"
"Transiciones y animaciones creativas en CSS 3
Tu guía práctica para crear transiciones y animaciones sobre elementos HTML con CSS",Francisco Javier Arce Anguiano,"Precio actual
15,99 €
Precio original
19,99 €","2 horas en total
26 clases
Intermedio"
"Kotlin: Crea aplicaciones con Google ML en Android Studio
Diseña y crea proyectos profesionales con Kotlin y las herramientas de Google Machine Learning desde cero",Pixel Pro Web,"Precio actual
19,99 €
Precio original
24,99 €","1 hora en total
11 clases
Todos los niveles"
"Programación funcional, expresiones lambda y Streams en Java
Programación funcional, expresiones lambda y streams desde java 8 hasta novedades en java 17",Omar Ledesma,"Precio actual
14,99 €
Precio original
19,99 €","7 horas en total
45 clases
Principiante"
"Curso de Programación Básica en Python
Programación básica en Python",Cecilia Cobian Sandoval,"Precio actual
14,99 €
Precio original
44,99 €","13,5 horas en total
141 clases
Principiante"
"Guía rápida de lombok en español
Aprende a utilizar lombok desde cero",Jose Jaico,"Precio actual
14,99 €
Precio original
19,99 €","4,5 horas en total
67 clases
Todos los niveles"
"Curso de Programación Básica - tus primeros pasos
Aprende desde cero a pensar como un desarrollador y desarrolla ya tus primeros sistemas. Aprenderás Python 3 desde 0",Gustavo Arias,"Precio actual
14,99 €
Precio original
19,99 €","5,5 horas en total
63 clases
Todos los niveles"
"Programacion Web PHP, MVC, POO y MySQL - Tienda Online
aprende a contruir una tienda onlinde desde cero usando PHP , JAVASCRIPT , HTML Y MYSQL sin depender de frameworks",Jose ventura Chavez,"Precio actual
14,99 €
Precio original
34,99 €","2,5 horas en total
20 clases
Principiante"
"SQL- Curso completo de Bases de Datos - Básico - Avanzado
Aprenderás todo relacionado a base de datos",Yirsis Serrano,"Precio actual
14,99 €
Precio original
94,99 €","2,5 horas en total
26 clases
Principiante"
"Jetpack Compose desde cero, migra tus vistas de Android XML
Crear apps en Android Studio con Jetpack Compose. Aprende a convertir tus archivos XML en vistas con Kotlin y Compose!",Lisandro Alberto Echeverria Villalobos,"Precio actual
14,99 €
Precio original
29,99 €","23 horas en total
239 clases
Principiante"
"Master en Kubernetes de principiante a Experto
Diseña aplicaciones con arquitectura de sistemas distribuidos con Kubernetes",render2web . 100.000+ Estudiantes en Todo el Mundo,"Precio actual
14,99 €
Precio original
94,99 €","29,5 horas en total
145 clases
Experto"
"Vue.js - Intermedio: Lleva tus bases al siguiente nivel
Vue 3, Pinia, Vite, TypeScript, Composition API, Script Setup, Vue-Query, Quasar, Caché y más",Enrique Márquez,"Precio actual
14,99 €
Precio original
19,99 €","4,5 horas en total
49 clases
Todos los niveles"
"Diseño Web Profesional desde cero
El Curso donde aprenderás de una forma muy práctica y desde cero a diseñar cualquier sitio Web",Reynaldo devR,"Precio actual
14,99 €
Precio original
24,99 €","12 horas en total
105 clases
Todos los niveles"
"¡Crea tu portfolio web desde 0 con HTML5 y CSS3!
Da tus primeros pasos en la programación web y aprende los dos principales lenguajes de la web paso a paso",Daniel Acero Sagredo,"Precio actual
14,99 €
Precio original
19,99 €","6,5 horas en total
45 clases
Intermedio"
"Resolución del modelo de examen ISTQB Agile Tester (CTFL-AT)
Lo importante no son las respuestas, sino las explicaciones de cómo llegar a ellas.",Víctor Robles,"Precio actual
14,99 €
Precio original
94,99 €","15,5 horas en total
144 clases
Intermedio"
"Aprende a crear una API RESTful con Java y Spring Boot
Aprende a crear una API RESTful con Java y Spring Boot desde cero",Luis orlando muñoz bueno,"Precio actual
14,99 €
Precio original
19,99 €","30 horas en total
205 clases
Todos los niveles"
"Aprende Java 18 y Buenas Prácticas desde 0
Aprende Java y Buenas Practicas de Desarrollo desde el momento 0 para que puedas introducirte al desarrollo profesional.",Yudner Paredes,"Precio actual
14,99 €
Precio original
19,99 €","5 horas en total
44 clases
Principiante"
"De Cero a Experto en HTML5 y CSS3.
Aprende todo el mundo de la programación.",Davis Anderson Bastidas Vicente,"Precio actual
14,99 €
Precio original
19,99 €","2 horas en total
8 clases
Principiante"
"NodeJS: De Cero a Experto ( CONEXIONES-APIS-CONSOLA-BOTS )
Las conexiones se encuentran aquí - mongoDB - robo3T - MySQL - APIrest local - Sockets - BOT y mas",Andres Rojas,"Precio actual
14,99 €
Precio original
19,99 €","4,5 horas en total
37 clases
Principiante"
"Desarrollo web ultra rápido con Astro
Aprender a usar astro para crear sitios web integrando otras herramientas como React, Svelte o Vue",Francisco Javier Arce Anguiano,"Precio actual
24,99 €
Precio original
29,99 €","6 horas en total
59 clases
Principiante"
"Curso Mastering Google Chrome DevTools
Aprenda a utilizar DevTools, incluidas herramientas de rendimiento, Lighthouse, accesibilidad entre muchas otras.",Apasoft Training,"Precio actual
15,99 €
Precio original
19,99 €","9,5 horas en total
69 clases
Todos los niveles"
"Bootcamp Python : Aprende programación desde cero con Python
Aprenda a programar desde cero,","KNOWMENT Formación, consultoría y coaching","Precio actual
15,99 €
Precio original
19,99 €","13 horas en total
127 clases
Todos los niveles"
"APL | Introducción al lenguaje de arrays
Curso de introducción a Array Programming Language / A Programming Language",Francisco Javier Arce Anguiano,"Precio actual
15,99 €
Precio original
19,99 €","7,5 horas en total
75 clases
Todos los niveles"
"NLP con Python: Procesamiento de Lenguaje Natural con Python
Aprende los fundamentos del NLP con Python",Pixel Pro Web,"Precio actual
19,99 €
Precio original
24,99 €","2,5 horas en total
60 clases
Todos los niveles"
"WordPress Master class 2023 + Ecommerce + Hacks y Trucos
El único curso de Wordpress 6 dictado por un Google Expert certificado para llevar tu web al siguiente nivel",Rubén Andrés Alvarado Orozco,"Precio actual
14,99 €
Precio original
19,99 €","87 horas en total
402 clases
Todos los niveles"
"Programación Funcional con Kotlin
Aprende los fundamentos de la programación funcional, de forma práctica, y de una vez por todas!",César Cancino Zapata,"Precio actual
14,99 €
Precio original
24,99 €","40 minutos en total
5 clases
Todos los niveles"
"Crea tu portafolio como Data Engineer | 4 proyectos Reales
Conviértete en un Data Engineer | Pipelines Ingeniería de datos | AWS Free Tier | Crea Apps Interactivas con Streamlit",Yobi Lozano,"Precio actual
14,99 €
Precio original
19,99 €","12,5 horas en total
128 clases
Todos los niveles"
"Crea y automatiza Reportes con Python en Word y Excel.
Crea reportes de forma automatizada y profesionales con estadísticas con Python. En formato de Excel y Word.",Edumar Group,"Precio actual
14,99 €
Precio original
19,99 €","5,5 horas en total
46 clases
Principiante"
"Node, MongoDB, MySQL, Handlebars, APi Rest, Nestjs
Express,, Sequelize, Mongoose, Nestjs, TypeOrm, Prisma, Swagger, Webpay de Transbank",Diego Nunez,"Precio actual
19,99 €","8 horas en total
47 clases
Intermedio"
"Introducción a la visualización de datos en R con ggplot2
Aprende a hacer gráficos con ggplot2",Misael Cazarez,"Precio actual
14,99 €
Precio original
49,99 €","5,5 horas en total
53 clases
Intermedio"
"React Native MVVM: App Delivery NodeJS MySQL Pasarelas Pagos
React Native | Typescript | Clean Architecture | MVVM | Node.js | MySQL | Mercado Pago | Stripe | CRUD API REST | Hooks",Andreas Spektor,"Precio actual
14,99 €
Precio original
94,99 €","7 horas en total
52 clases
Todos los niveles"
"HTML-CSS-JavaScript: Desde la nada al máximo
La base indispensable para trabajar en FrontEnd",Roberto Suárez Litardo,"Precio actual
14,99 €
Precio original
24,99 €","24,5 horas en total
239 clases
Todos los niveles"
"Cómo crear un Servidor de Minecraft con Mods (2022)
Aprenderás a como crear y configurar tu propio servidor de Minecraft con Mods para jugar con tus amigos.",Jorge Salgado Miranda,"Precio actual
14,99 €
Precio original
29,99 €","3 horas en total
14 clases
Principiante"
"C# Tec Mont
developer software",Alison A,"Precio actual
14,99 €
Precio original
19,99 €","36,5 horas en total
164 clases
Todos los niveles"
"Preguntas de entrevista sobre WordPress (2022 ACTUALIZADO)
¡Aprende sobre WordPress con estas preguntas de entrevista!","Jorge Alberto Chavez Sarmiento, Numpi Cursos","Precio actual
14,99 €
Precio original
94,99 €","81,5 horas en total
280 clases
Todos los niveles"
"Curso de Java - Nivel Básico
Java Nivel Básico",Licito Hurol,"Precio actual
14,99 €
Precio original
19,99 €","34 minutos en total
10 clases
Todos los niveles"
"Google Maps SDK para Android y Kotlin de la A a la Z
Crea apps con mapas con Kotlin y Android, API Maps para android: Rutas, ubicación, marcadores, StreetView, listas, tipos",Global Mentoring Ing. Ubaldo Acosta,"Precio actual
14,99 €
Precio original
19,99 €","4 horas en total
33 clases
Principiante"
"Crear páginas web sin gastar dinero con Xampp y WordPress.
Usted podrá crear páginas web sin invertir 1 solo dólar. Nadie robará sus ideas ya que tendrá su propio servidor local.",Nicolas Schurmann,"Precio actual
14,99 €
Precio original
29,99 €","17,5 horas en total
124 clases
Intermedio"
"React intensivo: desde cero y actualizado para principiantes
Hooks, Routers, CRUD Firebase-firestore, Context API, Styled-components, Vite, Crear componentes, +Proyectos finales",Oscar Larrahondo,"Precio actual
14,99 €
Precio original
94,99 €","3 horas en total
23 clases
Todos los niveles"
"Ecommerce con PHP y MySQL (Tienda Online)
Tienda Virtual con PHL y MySQL",tusolutionweb tutos dev,"Precio actual
14,99 €
Precio original
19,99 €","31 horas en total
215 clases
Principiante"
"Bootcamp de desarrollo Web con Free Pascal #1 - FrontEnd
Crea Webapps con Free Pascal/Lazarus",Francisco Javier Arce Anguiano,"Precio actual
24,99 €
Precio original
29,99 €","2 horas en total
21 clases
Todos los niveles"
"Unreal Engine 5: Blueprints
La guía completa para aprender a programar en Blueprints con UE5.",Apasoft Training,"Precio actual
15,99 €
Precio original
19,99 €","9,5 horas en total
56 clases
Todos los niveles"
"Flutter Avanzado con GetX : App Móvil con Python y MongodB
GetX , Provider, Controller, Repository , Mongodb, Python, Flask, Docker, Restapi, Estructura Getx, Servicio web, y más.","KNOWMENT Formación, consultoría y coaching","Precio actual
15,99 €
Precio original
19,99 €","7 horas en total
65 clases
Todos los niveles"
"Microsoft Access: Desde cero para principiantes
Aprenderás a administrar bases de datos como un profesional",Francisco Javier Arce Anguiano,"Precio actual
15,99 €
Precio original
19,99 €","28,5 horas en total
118 clases
Principiante"
"Sitio web con PHP usando Yii Framework
Aprenda a crear un sitio web de forma rápida con uno de los frameworks más populares de PHP, llamado Yii Framework",Pixel Pro Web,"Precio actual
19,99 €
Precio original
24,99 €","3 horas en total
18 clases
Principiante"
"Fundamentos de la Programación en PseInt - Avanzado
Curso PseInt de cero a experto",Nahuel Costamagna,"Precio actual
14,99 €
Precio original
89,99 €","2,5 horas en total
32 clases
Todos los niveles"
"Python - Introducción a la programación multihilo (Threads)
Aprende de manera rápida y sencilla a trabajar con programación multihilo en Python",Marcos González,"Precio actual
14,99 €
Precio original
19,99 €","5,5 horas en total
41 clases
Intermedio"
"Aplicativos Web
Desarrollo web con HTML, CSS, PHP, JavaScript, JQuery, AJAX y Materialize","Global Mentoring Ing. Ubaldo Acosta, Sergio Alejandro Pérez Gabriel","Precio actual
14,99 €
Precio original
19,99 €","2 horas en total
11 clases
Intermedio"
"Aprende Lenguaje C++ de CERO a EXPERTO
Aprende a programar en C++ sin ningún conocimiento previo",Portal Ingeniería | +60.000 Students,"Precio actual
14,99 €
Precio original
29,99 €","16,5 horas en total
106 clases
Todos los niveles"
"Git. Curso completo de Git y Github. Aprende desde cero
Git y Github. Aprende a trabajar con repositorios locales y remotos con Git y GitHub, mediante ejemplos y 7 ejercicios",Agustin Navarro Galdon,"Precio actual
14,99 €
Precio original
94,99 €","2,5 horas en total
25 clases
Principiante"
"Máster No-Code. Programación Visual
Conoce los más importantes programas usados para crear todo tipo de proyectos sin tener que programar ni usar código.","Alvaro Chirou • 1.300.000+ Enrollments Worldwide, Brian De Vita","Precio actual
14,99 €
Precio original
94,99 €","4,5 horas en total
91 clases
Principiante"
"Python de 0 a Héroe
Curso diseñado para principiantes del lenguaje Python, incluye reconocimiento facial",Loles Ferrándiz,"Precio actual
14,99 €
Precio original
39,99 €","11 horas en total
226 clases
Todos los niveles"
"Aprende Java desde cero y en tiempo récord
¡Da el salto a proyectos empresariales web y móviles, así como videojuegos!",Juan Pablo Guamán Rodríguez,"Precio actual
14,99 €
Precio original
94,99 €","17 horas en total
133 clases
Principiante"
"Spark y Scala en Databricks: Big Data e ingeniería de datos
Trabajo desde niveles básicos hasta avanzados con RDD y DataFrame.",Adrián Gallardo Benítez,"Precio actual
14,99 €
Precio original
19,99 €","4 horas en total
11 clases
Intermedio"
"Desarrolla una tienda online con WooCommerce y Storefront
Conviértete en desarrollador de WooCommerce y aprende a desarrollar tus propios temas para crear tiendas online",Andrés Cruz Yoris,"Precio actual
14,99 €
Precio original
19,99 €","11 horas en total
84 clases
Todos los niveles"
"Elabora CRUD desde tabla HTML hacia Postgresql usando Django
Aprende a utilizar Ajax de jQuery desde el FrontEnd y envía datos hacia el BackEnd Django, tanto manual como con plugins",Red System Studio,"Precio actual
14,99 €
Precio original
19,99 €","19,5 horas en total
159 clases
Todos los niveles"
"TU propia APP de DELIVERY Internacional | Flutter 3 y NestJS
Inglés-Español | Provider | REST API | Sockets | Cloud | Pago con Tarjeta y Efectivo | Mapas Integrados | Null-Safe",Rene Alejandro Calderon,"Precio actual
14,99 €
Precio original
94,99 €","9 horas en total
81 clases
Principiante"
"FastAPI, MySQL, MongoDB,Swagger
Aprenderás a trabajar con FasAPI para las necesidades del mercado real.",Estuardo Ramirez,"Precio actual
14,99 €
Precio original
19,99 €","9 horas en total
62 clases
Todos los niveles"
"Automatización con Selenium Webdriver para principiantes
Aprende a automatizar pruebas de software",Alejandro Agapito Bautista,"Precio actual
14,99 €
Precio original
19,99 €","7 horas en total
87 clases
Principiante"
"Curso de python
Aprenda uno de los lenguajes de programación más populares y creemos juntos nuestras primeras aplicaciones con python","Pablo Tilotta - +170k students, Global Mentoring Ing. Ubaldo Acosta","Precio actual
14,99 €
Precio original
29,99 €","4,5 horas en total
34 clases
Principiante"
"Aprende a crear videojuegos con Godot 4 | Curso definitivo
En este curso haremos varios juegos en 2d y 3d y Aprenderás desde 0 a programar en GDScript",Luis orlando muñoz bueno,"Precio actual
14,99 €
Precio original
19,99 €","10,5 horas en total
136 clases
Todos los niveles"
"Lógica de Programación 2022 (Tecnicatura Universitaria)
Vamos a lo mas avanzado de la lógica de programación con Arreglos Matrices Funciones Recursividad POO en C++ y mucho mas",Francisco Javier Arce Anguiano,"Precio actual
24,99 €
Precio original
29,99 €","10,5 horas en total
47 clases
Principiante"
"Web API con .NET CORE y Swagger + Dapper + SQL Server
Crear tus propias Web API y diseña tu base de datos con Sql Server",Apasoft Training,"Precio actual
15,99 €
Precio original
19,99 €","24,5 horas en total
206 clases
Todos los niveles"
"AWS orientado a datos
Lambdas, EventBridge, Cloudwatch, RDS Aurora Serverless 2, SecretManager, DynamoDB, SNS, alertas a Discord / Slack.","KNOWMENT Formación, consultoría y coaching","Precio actual
15,99 €
Precio original
19,99 €","6,5 horas en total
34 clases
Todos los niveles"
"Nest + GraphQL: Evoluciona tus APIs
Autenticación, autorización, DigitalOcean, Docker, Docker Hub, code first, queries, mutations, enumeraciones y más",Francisco Javier Arce Anguiano,"Precio actual
15,99 €
Precio original
19,99 €","8,5 horas en total
54 clases
Todos los niveles"
"API REST con PHP 8 y MySQL - Token Authentication
Aprende a desarrollar y consumir APIS RESTFUL desde cero, paso a paso con PHP, MVC, POO y MySQL",Pixel Pro Web,"Precio actual
19,99 €
Precio original
24,99 €","18,5 horas en total
163 clases
Intermedio"
"R Programming: De Principiante a Avanzado
Jorge, con experiencia en Data Science, te enseñará programación en R desde cero hasta análisis de datos.",Faustino Lima Marcañaupa,"Precio actual
15,99 €
Precio original
19,99 €","23,5 horas en total
166 clases
Todos los niveles"
"Especialización Arduino + Python (El curso más completo)
Curso completo de Arduino y Python, Domótica, reconocimiento facial, comunicaciones, bases de datos y muchos temas más.","Alain Nicolás Tello, Frogames Support Team, María Santos","Precio actual
15,99 €
Precio original
99,99 €","8 horas en total
76 clases
Todos los niveles"
"Creación de aplicaciones e interfaces gráficas con Python
Aprende a crear tus propias interfaces gráficas y aplicaciones de escritorio con Python - Tkinter",Cristian Casis,"Precio actual
24,99 €
Precio original
29,99 €","69 horas en total
465 clases
Todos los niveles"
"PHP 8, Laravel 9, Mysql, MongoDB, Webpay de Transbank
PHP, Laravel, Webpay de Transbank, Integración con Paypal, API Rest, JWT, Blade",Fernando Herrera,"Precio actual
219,99 €","3 horas en total
22 clases
Principiante"
"Programación FullStack y Escritorio desde CERO a PROFESIONAL
Sé programador profesional con JavaScript, HTML-CSS, jQuery, Node.js, Electron y React, todo en paralelo con Pascal.",Roberto Martín Castillo Ramos,"Precio actual
14,99 €
Precio original
24,99 €","18,5 horas en total
153 clases
Experto"
"Desarrollo de Aplicaciones con Algolia.
Creando experiencias de búsqueda personalizadas, flexibles y eficaces.",Manuel Sánchez,"Precio actual
14,99 €
Precio original
19,99 €","90,5 horas en total
320 clases
Todos los niveles"
"Laravel Livewire y TDD: Crea un Portafolio Dinámico
Construye un Portafolio Dinámico aplicando TDD con Laravel, Livewire, TailwindCSS y Alpine.js",Nadia Cavalleri,"Precio actual
14,99 €
Precio original
19,99 €","5 horas en total
41 clases
Intermedio"
"Curso de Base de Datos SQLite
Base de Datos SQLite",Elivar Largo,"Precio actual
15,99 €
Precio original
19,99 €","16 horas en total
67 clases
Todos los niveles"
"Aprende Python desde cero
Comienza a programar en Python desde un nivel básico hasta avanzado y coloca en práctica tus conocimientos",Juan Ignacio Marotti,"Precio actual
14,99 €
Precio original
19,99 €","3,5 horas en total
36 clases
Intermedio"
"Proceso CRUD (C Sharp y SQLite)
C Sharp y SQLite",Joel Moreno,"Precio actual
99,99 €","14 horas en total
121 clases
Todos los niveles"
"¡Programación para padres e hijos!
Curso básico para aprender a programar con el lenguaje de programación Scratch",Alonso Nava,"Precio actual
14,99 €
Precio original
19,99 €","3,5 horas en total
27 clases
Intermedio"
"Lógica de programación en 3 lenguajes
Aprende a programar en C++, Java y Arduino",Jorge Maldonado B.,"Precio actual
14,99 €
Precio original
94,99 €","3 horas en total
47 clases
Principiante"
"+100 Ejercicios Resueltos en Python
Aprende a Programar en Python con ejercicios resueltos en Google Colab y Jupyter Notebook",Héctor Uriel Pérez,"Precio actual
14,99 €
Precio original
49,99 €","16,5 horas en total
141 clases
Principiante"
"Login y Registro de Usuarios con PHP, MySQL y Bootstrap
Login con PHP y MySQL, Aprender PHP desde cero.",Fernando Vicente,"Precio actual
79,99 €
Precio original
94,99 €","1,5 horas en total
234 clases
Todos los niveles"
"Sistema de inventario con php8, MVC, POO, PDO y AdminLTE
Como crear un sistema de inventario con php8, MVC, POO, PDO, JavaScript, Ajax, y AdminLTE",Daniel Lucas Hernández,"Precio actual
15,99 €
Precio original
19,99 €","2,5 horas en total
46 clases
Todos los niveles"
"MasterClass CSS
Aprende CSS3 - Curso 100% Practico","Sebastian Tunnell, Lisandro A. Cesaratto","Precio actual
14,99 €
Precio original
94,99 €","8,5 horas en total
19 clases
Principiante"
"Proceso CRUD (C Sharp y Microsoft Access)
C Sharp y Microsoft Access",Francisco Javier Arce Anguiano,"Precio actual
24,99 €
Precio original
29,99 €","12,5 horas en total
50 clases
Principiante"
"R Programming: Análisis de datos
Regresión lineal, series de tiempo, gráficos avanzados y mucho más.",Apasoft Training,"Precio actual
15,99 €
Precio original
19,99 €","3,5 horas en total
26 clases
Intermedio"
"Testing Software: Masterclass para principiantes
¡Aprende a testear con front-end, back-end, React, APIs y mucho más usando JavaScript y Python!","KNOWMENT Formación, consultoría y coaching","Precio actual
15,99 €
Precio original
19,99 €","4 horas en total
38 clases
Todos los niveles"
"Ruby on Rails 7 Hotwire Docker TailwindCSS
Crea una aplicación de Ruby on Rails 7 utilizando Hotwire, Docker, TailwindCSS, PostgreSQL y Sendgrid.",Francisco Javier Arce Anguiano,"Precio actual
15,99 €
Precio original
19,99 €","3 horas en total
33 clases
Principiante"
"Desarrolla tu primera aplicación utilizando DDD en Laravel
Aprende a desarrollar aplicaciones escalables en Laravel",Pixel Pro Web,"Precio actual
19,99 €
Precio original
24,99 €","15 horas en total
120 clases
Todos los niveles"
"Javascript intensivo - camino hacia React
Fetch, Condicionales, Bucles, Map, Let y var, Relacionar con html y css, Archivos json, consumo de API y más!",Carlos Carmona,"Precio actual
14,99 €
Precio original
84,99 €","2,5 horas en total
26 clases
Experto"
"Creando un sistema de compra y venta + mvc + ajax
Aprende a crear desde 0 un sistema de compra y venta",JM Navarro,"Precio actual
14,99 €
Precio original
94,99 €","16 horas en total
122 clases
Principiante"
"Curso completo de HTML5 y CSS3 en español
Aprende HTML y CSS desde 0 para crear tus páginas webs profesionales.",Alexander Bolaño Cervantes,"Precio actual
14,99 €
Precio original
94,99 €","19 horas en total
64 clases
Principiante"
"Aprende a crear un videojuego EDUCATIVO en Unity.
Programar una aplicación educativa usando el motor Unity.","Alvaro Chirou • 1.300.000+ Enrollments Worldwide, Brian De Vita","Precio actual
17,99 €
Precio original
94,99 €","2 horas en total
28 clases
Todos los niveles"
"Curso de WordPress 6.+ 2022
Aprende WordPress 6.0 desde lo más básico",César Cancino Zapata,"Precio actual
14,99 €
Precio original
19,99 €","18,5 horas en total
69 clases
Todos los niveles"
"Aplicación de Chat en tiempo real
Crea una aplicación de Chat y domina la lógica que se utiliza para la comunicación en tiempo real",Raul Figueroa,"Precio actual
14,99 €
Precio original
19,99 €","7 horas en total
24 clases
Principiante"
